sample	image	mask	label
s0341_liver	__TOTALSEG_DATA_DIR__/s0341/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0341/segmentations/liver.nii.gz	1
s0341_pancreas	__TOTALSEG_DATA_DIR__/s0341/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0341/segmentations/pancreas.nii.gz	1
s0341_spleen	__TOTALSEG_DATA_DIR__/s0341/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0341/segmentations/spleen.nii.gz	1
s0342_kidney_left	__TOTALSEG_DATA_DIR__/s0342/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0342/segmentations/kidney_left.nii.gz	1
s0342_kidney_right	__TOTALSEG_DATA_DIR__/s0342/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0342/segmentations/kidney_right.nii.gz	1
s0342_liver	__TOTALSEG_DATA_DIR__/s0342/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0342/segmentations/liver.nii.gz	1
s0342_pancreas	__TOTALSEG_DATA_DIR__/s0342/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0342/segmentations/pancreas.nii.gz	1
s0342_spleen	__TOTALSEG_DATA_DIR__/s0342/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0342/segmentations/spleen.nii.gz	1
s0343_kidney_left	__TOTALSEG_DATA_DIR__/s0343/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0343/segmentations/kidney_left.nii.gz	1
s0343_kidney_right	__TOTALSEG_DATA_DIR__/s0343/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0343/segmentations/kidney_right.nii.gz	1
s0343_liver	__TOTALSEG_DATA_DIR__/s0343/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0343/segmentations/liver.nii.gz	1
s0343_pancreas	__TOTALSEG_DATA_DIR__/s0343/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0343/segmentations/pancreas.nii.gz	1
s0343_spleen	__TOTALSEG_DATA_DIR__/s0343/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0343/segmentations/spleen.nii.gz	1
s0344_kidney_left	__TOTALSEG_DATA_DIR__/s0344/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0344/segmentations/kidney_left.nii.gz	1
s0344_kidney_right	__TOTALSEG_DATA_DIR__/s0344/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0344/segmentations/kidney_right.nii.gz	1
s0344_liver	__TOTALSEG_DATA_DIR__/s0344/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0344/segmentations/liver.nii.gz	1
s0344_pancreas	__TOTALSEG_DATA_DIR__/s0344/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0344/segmentations/pancreas.nii.gz	1
s0344_spleen	__TOTALSEG_DATA_DIR__/s0344/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0344/segmentations/spleen.nii.gz	1
s0345_kidney_left	__TOTALSEG_DATA_DIR__/s0345/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0345/segmentations/kidney_left.nii.gz	1
s0345_kidney_right	__TOTALSEG_DATA_DIR__/s0345/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0345/segmentations/kidney_right.nii.gz	1
s0345_liver	__TOTALSEG_DATA_DIR__/s0345/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0345/segmentations/liver.nii.gz	1
s0345_pancreas	__TOTALSEG_DATA_DIR__/s0345/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0345/segmentations/pancreas.nii.gz	1
s0345_spleen	__TOTALSEG_DATA_DIR__/s0345/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0345/segmentations/spleen.nii.gz	1
s0347_liver	__TOTALSEG_DATA_DIR__/s0347/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0347/segmentations/liver.nii.gz	1
s0347_spleen	__TOTALSEG_DATA_DIR__/s0347/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0347/segmentations/spleen.nii.gz	1
s0349_kidney_left	__TOTALSEG_DATA_DIR__/s0349/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0349/segmentations/kidney_left.nii.gz	1
s0349_kidney_right	__TOTALSEG_DATA_DIR__/s0349/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0349/segmentations/kidney_right.nii.gz	1
s0349_liver	__TOTALSEG_DATA_DIR__/s0349/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0349/segmentations/liver.nii.gz	1
s0349_pancreas	__TOTALSEG_DATA_DIR__/s0349/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0349/segmentations/pancreas.nii.gz	1
s0349_spleen	__TOTALSEG_DATA_DIR__/s0349/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0349/segmentations/spleen.nii.gz	1
s0350_kidney_left	__TOTALSEG_DATA_DIR__/s0350/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0350/segmentations/kidney_left.nii.gz	1
s0350_kidney_right	__TOTALSEG_DATA_DIR__/s0350/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0350/segmentations/kidney_right.nii.gz	1
s0350_liver	__TOTALSEG_DATA_DIR__/s0350/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0350/segmentations/liver.nii.gz	1
s0350_pancreas	__TOTALSEG_DATA_DIR__/s0350/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0350/segmentations/pancreas.nii.gz	1
s0350_spleen	__TOTALSEG_DATA_DIR__/s0350/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0350/segmentations/spleen.nii.gz	1
s0354_kidney_left	__TOTALSEG_DATA_DIR__/s0354/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0354/segmentations/kidney_left.nii.gz	1
s0354_kidney_right	__TOTALSEG_DATA_DIR__/s0354/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0354/segmentations/kidney_right.nii.gz	1
s0354_liver	__TOTALSEG_DATA_DIR__/s0354/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0354/segmentations/liver.nii.gz	1
s0354_pancreas	__TOTALSEG_DATA_DIR__/s0354/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0354/segmentations/pancreas.nii.gz	1
s0354_spleen	__TOTALSEG_DATA_DIR__/s0354/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0354/segmentations/spleen.nii.gz	1
s0355_kidney_left	__TOTALSEG_DATA_DIR__/s0355/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0355/segmentations/kidney_left.nii.gz	1
s0355_kidney_right	__TOTALSEG_DATA_DIR__/s0355/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0355/segmentations/kidney_right.nii.gz	1
s0355_liver	__TOTALSEG_DATA_DIR__/s0355/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0355/segmentations/liver.nii.gz	1
s0355_pancreas	__TOTALSEG_DATA_DIR__/s0355/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0355/segmentations/pancreas.nii.gz	1
s0355_spleen	__TOTALSEG_DATA_DIR__/s0355/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0355/segmentations/spleen.nii.gz	1
s0356_liver	__TOTALSEG_DATA_DIR__/s0356/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0356/segmentations/liver.nii.gz	1
s0356_spleen	__TOTALSEG_DATA_DIR__/s0356/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0356/segmentations/spleen.nii.gz	1
s0357_kidney_left	__TOTALSEG_DATA_DIR__/s0357/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0357/segmentations/kidney_left.nii.gz	1
s0357_kidney_right	__TOTALSEG_DATA_DIR__/s0357/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0357/segmentations/kidney_right.nii.gz	1
s0357_liver	__TOTALSEG_DATA_DIR__/s0357/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0357/segmentations/liver.nii.gz	1
s0357_pancreas	__TOTALSEG_DATA_DIR__/s0357/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0357/segmentations/pancreas.nii.gz	1
s0357_spleen	__TOTALSEG_DATA_DIR__/s0357/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0357/segmentations/spleen.nii.gz	1
s0358_kidney_left	__TOTALSEG_DATA_DIR__/s0358/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0358/segmentations/kidney_left.nii.gz	1
s0358_kidney_right	__TOTALSEG_DATA_DIR__/s0358/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0358/segmentations/kidney_right.nii.gz	1
s0358_liver	__TOTALSEG_DATA_DIR__/s0358/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0358/segmentations/liver.nii.gz	1
s0358_pancreas	__TOTALSEG_DATA_DIR__/s0358/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0358/segmentations/pancreas.nii.gz	1
s0358_spleen	__TOTALSEG_DATA_DIR__/s0358/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0358/segmentations/spleen.nii.gz	1
s0362_kidney_left	__TOTALSEG_DATA_DIR__/s0362/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0362/segmentations/kidney_left.nii.gz	1
s0362_kidney_right	__TOTALSEG_DATA_DIR__/s0362/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0362/segmentations/kidney_right.nii.gz	1
s0362_liver	__TOTALSEG_DATA_DIR__/s0362/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0362/segmentations/liver.nii.gz	1
s0362_pancreas	__TOTALSEG_DATA_DIR__/s0362/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0362/segmentations/pancreas.nii.gz	1
s0362_spleen	__TOTALSEG_DATA_DIR__/s0362/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0362/segmentations/spleen.nii.gz	1
s0363_kidney_left	__TOTALSEG_DATA_DIR__/s0363/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0363/segmentations/kidney_left.nii.gz	1
s0363_liver	__TOTALSEG_DATA_DIR__/s0363/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0363/segmentations/liver.nii.gz	1
s0363_pancreas	__TOTALSEG_DATA_DIR__/s0363/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0363/segmentations/pancreas.nii.gz	1
s0363_spleen	__TOTALSEG_DATA_DIR__/s0363/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0363/segmentations/spleen.nii.gz	1
s0364_kidney_left	__TOTALSEG_DATA_DIR__/s0364/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0364/segmentations/kidney_left.nii.gz	1
s0364_liver	__TOTALSEG_DATA_DIR__/s0364/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0364/segmentations/liver.nii.gz	1
s0364_pancreas	__TOTALSEG_DATA_DIR__/s0364/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0364/segmentations/pancreas.nii.gz	1
s0364_spleen	__TOTALSEG_DATA_DIR__/s0364/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0364/segmentations/spleen.nii.gz	1
s0365_kidney_left	__TOTALSEG_DATA_DIR__/s0365/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0365/segmentations/kidney_left.nii.gz	1
s0365_kidney_right	__TOTALSEG_DATA_DIR__/s0365/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0365/segmentations/kidney_right.nii.gz	1
s0365_liver	__TOTALSEG_DATA_DIR__/s0365/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0365/segmentations/liver.nii.gz	1
s0365_pancreas	__TOTALSEG_DATA_DIR__/s0365/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0365/segmentations/pancreas.nii.gz	1
s0365_spleen	__TOTALSEG_DATA_DIR__/s0365/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0365/segmentations/spleen.nii.gz	1
s0366_kidney_left	__TOTALSEG_DATA_DIR__/s0366/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0366/segmentations/kidney_left.nii.gz	1
s0366_kidney_right	__TOTALSEG_DATA_DIR__/s0366/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0366/segmentations/kidney_right.nii.gz	1
s0366_liver	__TOTALSEG_DATA_DIR__/s0366/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0366/segmentations/liver.nii.gz	1
s0366_pancreas	__TOTALSEG_DATA_DIR__/s0366/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0366/segmentations/pancreas.nii.gz	1
s0366_spleen	__TOTALSEG_DATA_DIR__/s0366/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0366/segmentations/spleen.nii.gz	1
s0367_kidney_left	__TOTALSEG_DATA_DIR__/s0367/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0367/segmentations/kidney_left.nii.gz	1
s0367_kidney_right	__TOTALSEG_DATA_DIR__/s0367/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0367/segmentations/kidney_right.nii.gz	1
s0367_liver	__TOTALSEG_DATA_DIR__/s0367/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0367/segmentations/liver.nii.gz	1
s0367_pancreas	__TOTALSEG_DATA_DIR__/s0367/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0367/segmentations/pancreas.nii.gz	1
s0367_spleen	__TOTALSEG_DATA_DIR__/s0367/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0367/segmentations/spleen.nii.gz	1
s0368_liver	__TOTALSEG_DATA_DIR__/s0368/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0368/segmentations/liver.nii.gz	1
s0368_spleen	__TOTALSEG_DATA_DIR__/s0368/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0368/segmentations/spleen.nii.gz	1
s0369_kidney_left	__TOTALSEG_DATA_DIR__/s0369/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0369/segmentations/kidney_left.nii.gz	1
s0369_kidney_right	__TOTALSEG_DATA_DIR__/s0369/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0369/segmentations/kidney_right.nii.gz	1
s0369_liver	__TOTALSEG_DATA_DIR__/s0369/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0369/segmentations/liver.nii.gz	1
s0369_pancreas	__TOTALSEG_DATA_DIR__/s0369/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0369/segmentations/pancreas.nii.gz	1
s0369_spleen	__TOTALSEG_DATA_DIR__/s0369/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0369/segmentations/spleen.nii.gz	1
s0370_kidney_left	__TOTALSEG_DATA_DIR__/s0370/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0370/segmentations/kidney_left.nii.gz	1
s0370_kidney_right	__TOTALSEG_DATA_DIR__/s0370/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0370/segmentations/kidney_right.nii.gz	1
s0370_liver	__TOTALSEG_DATA_DIR__/s0370/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0370/segmentations/liver.nii.gz	1
s0370_pancreas	__TOTALSEG_DATA_DIR__/s0370/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0370/segmentations/pancreas.nii.gz	1
s0370_spleen	__TOTALSEG_DATA_DIR__/s0370/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0370/segmentations/spleen.nii.gz	1
s0371_kidney_left	__TOTALSEG_DATA_DIR__/s0371/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0371/segmentations/kidney_left.nii.gz	1
s0371_kidney_right	__TOTALSEG_DATA_DIR__/s0371/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0371/segmentations/kidney_right.nii.gz	1
s0371_liver	__TOTALSEG_DATA_DIR__/s0371/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0371/segmentations/liver.nii.gz	1
s0371_pancreas	__TOTALSEG_DATA_DIR__/s0371/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0371/segmentations/pancreas.nii.gz	1
s0371_spleen	__TOTALSEG_DATA_DIR__/s0371/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0371/segmentations/spleen.nii.gz	1
s0372_kidney_left	__TOTALSEG_DATA_DIR__/s0372/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0372/segmentations/kidney_left.nii.gz	1
s0372_kidney_right	__TOTALSEG_DATA_DIR__/s0372/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0372/segmentations/kidney_right.nii.gz	1
s0372_liver	__TOTALSEG_DATA_DIR__/s0372/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0372/segmentations/liver.nii.gz	1
s0372_pancreas	__TOTALSEG_DATA_DIR__/s0372/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0372/segmentations/pancreas.nii.gz	1
s0372_spleen	__TOTALSEG_DATA_DIR__/s0372/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0372/segmentations/spleen.nii.gz	1
s0373_liver	__TOTALSEG_DATA_DIR__/s0373/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0373/segmentations/liver.nii.gz	1
s0373_spleen	__TOTALSEG_DATA_DIR__/s0373/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0373/segmentations/spleen.nii.gz	1
s0374_kidney_left	__TOTALSEG_DATA_DIR__/s0374/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0374/segmentations/kidney_left.nii.gz	1
s0374_kidney_right	__TOTALSEG_DATA_DIR__/s0374/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0374/segmentations/kidney_right.nii.gz	1
s0374_liver	__TOTALSEG_DATA_DIR__/s0374/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0374/segmentations/liver.nii.gz	1
s0374_pancreas	__TOTALSEG_DATA_DIR__/s0374/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0374/segmentations/pancreas.nii.gz	1
s0374_spleen	__TOTALSEG_DATA_DIR__/s0374/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0374/segmentations/spleen.nii.gz	1
s0375_kidney_left	__TOTALSEG_DATA_DIR__/s0375/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0375/segmentations/kidney_left.nii.gz	1
s0375_kidney_right	__TOTALSEG_DATA_DIR__/s0375/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0375/segmentations/kidney_right.nii.gz	1
s0375_liver	__TOTALSEG_DATA_DIR__/s0375/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0375/segmentations/liver.nii.gz	1
s0375_pancreas	__TOTALSEG_DATA_DIR__/s0375/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0375/segmentations/pancreas.nii.gz	1
s0375_spleen	__TOTALSEG_DATA_DIR__/s0375/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0375/segmentations/spleen.nii.gz	1
s0376_liver	__TOTALSEG_DATA_DIR__/s0376/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0376/segmentations/liver.nii.gz	1
s0376_pancreas	__TOTALSEG_DATA_DIR__/s0376/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0376/segmentations/pancreas.nii.gz	1
s0376_spleen	__TOTALSEG_DATA_DIR__/s0376/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0376/segmentations/spleen.nii.gz	1
s0377_liver	__TOTALSEG_DATA_DIR__/s0377/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0377/segmentations/liver.nii.gz	1
s0377_spleen	__TOTALSEG_DATA_DIR__/s0377/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0377/segmentations/spleen.nii.gz	1
s0378_kidney_left	__TOTALSEG_DATA_DIR__/s0378/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0378/segmentations/kidney_left.nii.gz	1
s0378_kidney_right	__TOTALSEG_DATA_DIR__/s0378/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0378/segmentations/kidney_right.nii.gz	1
s0378_liver	__TOTALSEG_DATA_DIR__/s0378/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0378/segmentations/liver.nii.gz	1
s0378_pancreas	__TOTALSEG_DATA_DIR__/s0378/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0378/segmentations/pancreas.nii.gz	1
s0378_spleen	__TOTALSEG_DATA_DIR__/s0378/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0378/segmentations/spleen.nii.gz	1
s0380_kidney_right	__TOTALSEG_DATA_DIR__/s0380/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0380/segmentations/kidney_right.nii.gz	1
s0380_liver	__TOTALSEG_DATA_DIR__/s0380/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0380/segmentations/liver.nii.gz	1
s0380_pancreas	__TOTALSEG_DATA_DIR__/s0380/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0380/segmentations/pancreas.nii.gz	1
s0380_spleen	__TOTALSEG_DATA_DIR__/s0380/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0380/segmentations/spleen.nii.gz	1
s0381_liver	__TOTALSEG_DATA_DIR__/s0381/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0381/segmentations/liver.nii.gz	1
s0382_liver	__TOTALSEG_DATA_DIR__/s0382/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0382/segmentations/liver.nii.gz	1
s0383_kidney_left	__TOTALSEG_DATA_DIR__/s0383/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0383/segmentations/kidney_left.nii.gz	1
s0383_kidney_right	__TOTALSEG_DATA_DIR__/s0383/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0383/segmentations/kidney_right.nii.gz	1
s0383_liver	__TOTALSEG_DATA_DIR__/s0383/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0383/segmentations/liver.nii.gz	1
s0383_pancreas	__TOTALSEG_DATA_DIR__/s0383/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0383/segmentations/pancreas.nii.gz	1
s0383_spleen	__TOTALSEG_DATA_DIR__/s0383/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0383/segmentations/spleen.nii.gz	1
s0389_liver	__TOTALSEG_DATA_DIR__/s0389/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0389/segmentations/liver.nii.gz	1
s0389_spleen	__TOTALSEG_DATA_DIR__/s0389/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0389/segmentations/spleen.nii.gz	1
s0390_kidney_left	__TOTALSEG_DATA_DIR__/s0390/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0390/segmentations/kidney_left.nii.gz	1
s0390_kidney_right	__TOTALSEG_DATA_DIR__/s0390/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0390/segmentations/kidney_right.nii.gz	1
s0390_liver	__TOTALSEG_DATA_DIR__/s0390/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0390/segmentations/liver.nii.gz	1
s0390_pancreas	__TOTALSEG_DATA_DIR__/s0390/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0390/segmentations/pancreas.nii.gz	1
s0390_spleen	__TOTALSEG_DATA_DIR__/s0390/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0390/segmentations/spleen.nii.gz	1
s0391_liver	__TOTALSEG_DATA_DIR__/s0391/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0391/segmentations/liver.nii.gz	1
s0391_spleen	__TOTALSEG_DATA_DIR__/s0391/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0391/segmentations/spleen.nii.gz	1
s0392_kidney_left	__TOTALSEG_DATA_DIR__/s0392/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0392/segmentations/kidney_left.nii.gz	1
s0392_kidney_right	__TOTALSEG_DATA_DIR__/s0392/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0392/segmentations/kidney_right.nii.gz	1
s0392_liver	__TOTALSEG_DATA_DIR__/s0392/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0392/segmentations/liver.nii.gz	1
s0392_pancreas	__TOTALSEG_DATA_DIR__/s0392/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0392/segmentations/pancreas.nii.gz	1
s0392_spleen	__TOTALSEG_DATA_DIR__/s0392/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0392/segmentations/spleen.nii.gz	1
s0393_kidney_left	__TOTALSEG_DATA_DIR__/s0393/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0393/segmentations/kidney_left.nii.gz	1
s0393_kidney_right	__TOTALSEG_DATA_DIR__/s0393/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0393/segmentations/kidney_right.nii.gz	1
s0393_liver	__TOTALSEG_DATA_DIR__/s0393/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0393/segmentations/liver.nii.gz	1
s0393_pancreas	__TOTALSEG_DATA_DIR__/s0393/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0393/segmentations/pancreas.nii.gz	1
s0393_spleen	__TOTALSEG_DATA_DIR__/s0393/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0393/segmentations/spleen.nii.gz	1
s0394_kidney_left	__TOTALSEG_DATA_DIR__/s0394/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0394/segmentations/kidney_left.nii.gz	1
s0394_kidney_right	__TOTALSEG_DATA_DIR__/s0394/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0394/segmentations/kidney_right.nii.gz	1
s0394_liver	__TOTALSEG_DATA_DIR__/s0394/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0394/segmentations/liver.nii.gz	1
s0394_pancreas	__TOTALSEG_DATA_DIR__/s0394/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0394/segmentations/pancreas.nii.gz	1
s0394_spleen	__TOTALSEG_DATA_DIR__/s0394/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0394/segmentations/spleen.nii.gz	1
s0398_kidney_right	__TOTALSEG_DATA_DIR__/s0398/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0398/segmentations/kidney_right.nii.gz	1
s0398_liver	__TOTALSEG_DATA_DIR__/s0398/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0398/segmentations/liver.nii.gz	1
s0398_pancreas	__TOTALSEG_DATA_DIR__/s0398/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0398/segmentations/pancreas.nii.gz	1
s0398_spleen	__TOTALSEG_DATA_DIR__/s0398/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0398/segmentations/spleen.nii.gz	1
s0399_kidney_right	__TOTALSEG_DATA_DIR__/s0399/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0399/segmentations/kidney_right.nii.gz	1
s0399_liver	__TOTALSEG_DATA_DIR__/s0399/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0399/segmentations/liver.nii.gz	1
s0399_pancreas	__TOTALSEG_DATA_DIR__/s0399/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0399/segmentations/pancreas.nii.gz	1
s0401_kidney_left	__TOTALSEG_DATA_DIR__/s0401/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0401/segmentations/kidney_left.nii.gz	1
s0401_kidney_right	__TOTALSEG_DATA_DIR__/s0401/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0401/segmentations/kidney_right.nii.gz	1
s0401_liver	__TOTALSEG_DATA_DIR__/s0401/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0401/segmentations/liver.nii.gz	1
s0401_pancreas	__TOTALSEG_DATA_DIR__/s0401/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0401/segmentations/pancreas.nii.gz	1
s0401_spleen	__TOTALSEG_DATA_DIR__/s0401/ct.nii.gz	__TOTALSEG_DATA_DIR__/s0401/segmentations/spleen.nii.gz	1
